,2,8,9,10,11,12,13,14,20
max_Cv,,0.866207627,0.899438278,0.929592994,0.957179255,0.982587118,1.00612373,1.028036128,
temp_at_max_Cv,1.394644833,2.605276014,2.711529067,2.805569126,2.892281387,2.970444553,3.042501221,3.109672692,3.432144602
inv_temp_at_max_Cv,0.717028434,0.38383649,0.368795604,0.35643392,0.345747825,0.336649947,0.328676943,0.321577252,0.291363015
