,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,20,25
max_Cv,0.439229,0.550635345,0.645501998,0.722297867,0.786218456,0.840759598,0.888194889,0.930064438,0.967458529,1.001174657,1.031816452,1.059851117,1.085647758,1.109504876,1.131663994,1.222995285,1.291906096
temp_at_max_Cv,0.833557,1.508930142,1.978685882,2.349032731,2.660903762,2.93184172,3.173541768,3.389838788,3.589154861,3.7728383,3.942843185,4.101123596,4.24963361,4.390327308,4.52369321,5.097215437,5.563125763
inv_temp_at_max_Cv,1.19968,0.662721204,0.505385928,0.425707138,0.375812164,0.341082533,0.315105353,0.294999279,0.278617123,0.265052441,0.253624086,0.243835616,0.235314404,0.227773451,0.221058315,0.196185547,0.179755059
