,2,8,9,10,11,12,13,14,20
max_Cv,1.167382438,0.888368113,0.92321565,0.954786724,0.983618156,1.010125016,1.034633681,1.057406576,1.044191398
temp_at_max_Cv,3.887347338,2.832437714,2.963116756,3.081582804,3.190278456,3.289203713,3.382022472,3.467513434,3.887347338
inv_temp_at_max_Cv,0.257244829,0.353052777,0.337482483,0.324508561,0.313452262,0.304024952,0.295681063,0.288391096,0.257244829
