,P1.0,P1.1,P1.2,P1.3,P1.4,P1.5,P1.6,P1.7,P1.8,P1.9,P2.0
infty,0.08476421668734879,0.10412008673292839,,0.16002612089852875,0.18287740686622733,0.23556214118895547,0.34480957992859007,0.39623897559218335,0.44835102667547566,0.5005250389873398,0.5467016592907906
1,1.118672728984393,1.1222038845642857,1.1385363127086832,1.1342463325659384,1.135831205483794,1.135154255795797,1.1427276549708938,1.1469550085386429,1.1451917910748914,2.117977555433108,1.1445597266675915
