,2,3,4,5,6,7,8,9,10,11,12,13,14,15,20
max_Cv,0.530767194,0.608529245,0.671555926,0.724115727,0.769116947,0.808444065,0.843361504,0.874754099,0.903263847,0.929371088,0.953443768,0.975772071,0.996586257,1.016075272,1.098414812
temp_at_max_Cv,1.360791402,1.674611627,1.892921348,2.060552027,2.196995603,2.310048852,2.407425501,2.491695164,2.56741573,2.6358085,2.698094773,2.754274548,2.805569126,2.854421104,3.05
inv_temp_at_max_Cv,0.734866489,0.597153384,0.528283967,0.485306843,0.455167047,0.432891278,0.415381494,0.401333203,0.389496718,0.379390233,0.370631903,0.363072011,0.35643392,0.350333733,0.327868852
