,P1.0,P1.1,P1.2,P1.3,P1.4,P1.5,P1.6,P1.7,P1.8,P1.9,P2.0
infty,0.0,0.0510808140651725,0.10524864888153392,0.1611164137021333,0.2179577414696879,0.2751868251335054,0.33172965970561824,0.38757281360965634,0.44188501623321963,0.4940361486398315,0.544015638084848
1,1.198858479136578,1.1987824165538112,1.1988720645241393,1.1987840314116158,1.198758577193297,1.1987795054392496,1.1989499411618263,1.1990766741247254,1.1992782877416632,1.1995311666192152,1.199752875825251
