,P1.0,P1.1,P1.2,P1.3,P1.4,P1.5,P1.6,P1.7,P1.8,P1.9,P2.0
infty,0.028489717537819703,0.04062960608837376,0.05382074931068053,0.06988473673502368,0.09111866027530639,0.11676407979040851,0.14594938095689444,0.1804633762054846,0.2190420025150454,0.26074701157968205,0.3060040492729581
1,1.4364219804559215,1.4365231390574786,1.4368963889107953,1.4365819257609378,1.436542472648186,1.436536663228696,1.4368646172483923,1.4370695746106081,1.4374707935176019,1.4380237256145627,1.4383776910277344
