,P1.0,P1.1,P1.2,P1.3,P1.4,P1.5,P1.6,P1.7,P1.8,P1.9,P2.0
a1,0.9999999999999999,0.9939997095535695,0.975071185614147,0.9534229532056225,0.9294308811346061,0.9033319903459297,0.8753364125056619,0.8455257314092474,0.8145136691672764,0.7826370479174993,0.7504224950505689
a2,-0.7354258232223807,-0.7466853766457457,-0.7317024339560797,-0.7140684360168588,-0.6926169908669224,-0.6677438193297309,-0.6404851058648218,-0.6100109192791536,-0.5775919808348684,-0.5440303116211456,-0.5092314408226482
