,P1.0,P1.1,P1.2,P1.3,P1.4,P1.5,P1.6,P1.7,P1.8,P1.9,P2.0
infty,0.10906642666581694,0.14351875054487884,0.18595763149807842,0.2235691883763356,0.2658789820053405,0.3105264860923463,0.3577570383561549,0.40526789056469176,0.4537106080856803,0.5017966066842017,0.5495170863321757
1,1.0962433509088991,1.0929724855897787,1.0985946367230521,1.094063974374486,1.091380925517176,1.0918401482203877,1.1050538579949891,1.1144190817317525,1.1307907086205795,1.1532866157484492,1.1725870918737458
