,P1.0,P1.1,P1.2,P1.3,P1.4,P1.5,P1.6,P1.7,P1.8,P1.9,P2.0
infty,0.05700240819094706,0.12702039832277903,0.17816971817650343,0.22352537316601495,0.26966456083459917,0.31586564170635867,0.36128267630631844,0.4073017501935267,0.45282491911579437,0.4973634167046504,0.5413264630665816
1,1.2008778502944393,1.2006122825240997,1.2005931997024981,1.199806059840095,1.1993868358228101,1.1991248713071845,1.1993158298942366,1.1994476469252702,1.199835988934953,1.2004168396390997,1.2008547156744862
