,P1.0,P1.05,P1.1,P1.2,P1.3,P1.4,P1.5,P1.6,P1.7,P1.8,P1.9,P2.0
infty,0.0,0.024373386608149205,0.04999737948990769,0.10313762172452963,0.15898301440162896,0.215388082229683,0.2728537873940621,0.3302038505909351,0.3869025122628662,0.4422872421982093,0.4959244784041264,0.5470355070777526
infty_err,0.0,0.0020461070483561196,0.004786154353229884,0.010917581024880413,0.019521572735894777,0.027150005531913962,0.037287504202106525,0.04529933964759231,0.05269031141822356,0.056568290683337574,0.0570807089996726,0.05555217932078427
