,P1.0,P1.1,P1.2,P1.3,P1.4,P1.5,P1.6,P1.7,P1.8,P1.9,P2.0
infty,,0.1238156293295258,0.17607935690639653,0.2225611935217551,0.2690985566737062,0.3155947600665502,0.36129432660272626,0.4073638755264099,0.45276335148941155,0.49701501994593406,0.5404649579894719
1,1.1980359132042466,1.2001213439785545,1.2000114812609857,1.199699999254685,1.1994998660753096,1.1993922747930121,1.1994795085873196,1.199559205619155,1.1997312752210045,1.1999477110444,1.2000790229411245
