,P1.0,P1.05,P1.1,P1.2,P1.3,P1.4,P1.5,P1.6,P1.7,P1.8,P1.9,P2.0
infty,0.0,0.07229680979469477,0.058489527010090185,0.11689314902870998,0.17303176889784053,0.2285045399341536,0.2832259759643841,0.3380884488483888,0.3966294085952997,0.4457318769550784,0.49780638601402044,0.5485517894006424
1,1.199582452212919,1.2005722846481912,1.1995582918447214,1.19960783200862,1.1995705473593203,1.199579633046625,1.1995934804882382,1.1995955650909342,1.1996170614148818,1.1995468762329717,1.1995132408141083,1.199487421759279
