,P1.0,P1.1,P1.2,P1.3,P1.4,P1.5,P1.6,P1.7,P1.8,P1.9,P2.0
infty,0.11403532475363537,0.14562096098044755,0.18084205155061958,0.2168082921224797,0.2562745986050733,0.3013212314084963,0.3519791968613504,0.4018511502913204,0.45211076041010795,0.49798023778120515,0.541460892423111
1,1.1998760901025032,1.1998178515066553,1.1999668785153426,1.1998382327685393,1.1998344187170602,1.1998167031277842,1.1998208256638498,1.1997919706121456,1.199774967949115,1.1999751354367358,1.2001585752941264
