,P1.0,P1.1,P1.2,P1.3,P1.4,P1.5,P1.6,P1.7,P1.8,P1.9,P2.0
infty,0.1444687238893385,0.17621589854205225,0.21329082896620868,0.24953416567514328,0.28960941372673493,0.3320539638289437,0.37526568837496427,0.4197905275876436,0.46444184014148987,0.5083885045819796,0.5519916784972522
1,1.1926155791383843,1.1928979411058294,1.1936740341888448,1.193998118180828,1.1943581713275995,1.1947990216147166,1.1956930241970152,1.1963400852857617,1.1971398143923766,1.1980703652878977,1.198737715720495
