,P1.0,P1.1,P1.2,P1.3,P1.4,P1.5,P1.6,P1.7,P1.8,P1.9,P2.0
infty,0.07326240334752465,0.12771274539766242,0.17788486108394314,0.2229752642791291,0.26884279390454857,0.31510361472214177,0.36081049953792077,0.4070608458037068,0.45275305902951835,0.4973187825466064,0.541105348933435
1,1.2007180610328054,1.2001753419809345,1.2000372444843639,1.1996645788455431,1.1994369222589414,1.1993188191288686,1.1994415285765359,1.199534964140275,1.1997396147409416,1.2000093119026576,1.200178169837947
