,P1.0,P1.1,P1.2,P1.3,P1.4,P1.5,P1.6,P1.7,P1.8,P1.9,P2.0
infty,0.1444687238893385,0.17385429445907913,0.2107074790684573,0.24668907714054297,0.2872806315464,0.33001769164095607,0.37363855851542993,0.4186657914583212,0.46395144629396157,0.5083798259315174,0.5523984291564842
1,1.1926155791383843,1.1934513110610678,1.1942297384881742,1.1944783950808937,1.1947757106807761,1.195165679168241,1.195990969774961,1.1965775514225911,1.1973250522202525,1.1981827600486945,1.1987803888877648
