,P1.0,P1.05,P1.1,P1.2,P1.3,P1.4,P1.5,P1.6,P1.7,P1.8,P1.9,P2.0
infty,0.0,0.02507015000395397,0.051597575379036795,0.10765270216148472,0.165228424272053,0.22255313646290703,0.2788046335942838,0.332447698404256,0.3835663586309299,0.4315214328095658,0.4767318784465187,0.5185351233562436
infty_err,0.0,0.008037915896739925,0.017376591955237983,0.0410498712120818,0.06525012093933119,0.08987494418652436,0.11663397162654499,0.14124579214830263,0.16645891142850022,0.21328486245087608,0.24993500797728668,0.3650598533814563
