P1.0,P1.05,P1.1,P1.2,P1.3,P1.4,P1.5,P1.6,P1.7,P1.8,P1.9,P2.0
0.0,35.18949723187921,17.456336344582578,8.65875851384219,5.776839822898318,4.357791314921859,3.5182133027633236,2.9720337374681205,2.5888126020228888,2.3087875646033407,2.094373722825359,1.928899441546003
0.0,7.235289315896442,3.9986355800255424,2.2634959682608136,1.7128863854953948,1.4195606663374316,1.2007917845407572,1.0961173972706042,1.0305516040542873,0.9865148156329738,1.0629581126232437,1.3185932261199342
