P1.0,P1.05,P1.1,P1.2,P1.3,P1.4,P1.5,P1.6,P1.7,P1.8,P1.9,P2.0
0.0,39.888074057885035,19.380755639271467,9.289130508772065,6.052227420346716,4.493308950362379,3.58674096304726,3.007991948207147,2.607110810158945,2.317381997666171,2.0976151275190698,1.9285096707190281
0.0,12.788794024353543,6.526885809146396,3.5421090544045675,2.3900764827226793,1.8145594240768488,1.50046230696647,1.2779941252100286,1.13142567815784,1.145395021054465,1.099711341599678,1.3577121894474498
