,P1.0,P1.05,P1.1,P1.2,P1.3,P1.4,P1.5,P1.6,P1.7,P1.8,P1.9,P2.0
infty,0.0,0.02507015000395397,0.051597575379036795,0.10765270216148472,0.165228424272053,0.22255313646290703,0.2788046335942838,0.332447698404256,0.3835663586309299,0.4315214328095658,0.4767318784465187,0.5185351233562436
infty_err,0.0,0.00267129209409573,0.005753386729946852,0.013466809325609494,0.021219712075642466,0.028992911970419477,0.037322909645144675,0.04489339412967086,0.052560003307753844,0.06653675211807647,0.07726505060478078,0.1097454985221058
