,P1.0,P1.05,P1.1,P1.2,P1.3,P1.4,P1.5,P1.6,P1.7,P1.8,P1.9,P2.0
infty,0.0,0.028417569975795868,0.057285788968562276,0.1154899976020079,0.17310502466005484,0.22947404493093113,0.284235182447456,0.33646993551691695,0.38627747687051733,0.43312776598907415,0.4774697032824574,0.5184303434701112
infty_err,0.0,0.005842917819335883,0.013122168906341922,0.030190372387530556,0.05132723930231636,0.07475170438149806,0.09701153471629315,0.12409366196926197,0.15376890281200623,0.1850698456458652,0.2423303391866619,0.3543983291149789
