P1.0,P1.05,P1.1,P1.2,P1.3,P1.4,P1.5,P1.6,P1.7,P1.8,P1.9,P2.0
0.0,39.888074057885035,19.380755639271467,9.289130508772065,6.052227420346716,4.493308950362379,3.58674096304726,3.007991948207147,2.607110810158945,2.317381997666171,2.0976151275190698,1.9285096707190281
0.0,4.250181864198152,2.1610508147370977,1.1620233106149573,0.7772665256711978,0.5853618282996739,0.48014843641069394,0.40619612864797927,0.35725174985297853,0.35731961339137613,0.3399653899907938,0.40815992144925056
